3852724415,Data entry.,Optima Bio Supply Ltd,United States,13 minutes ago,"Company Overview: Optima Bio Supply Ltd is a forward-thinking and innovative company seeking a motivated and detail-oriented individual to join our team as a Remote Data Entry Clerk. If you thrive in a dynamic work environment and have a passion for providing excellent administrative support, we encourage you to apply.Responsibilities:Accurately enter and update data in our database systems.Perform regular data quality checks to ensure accuracy and completeness.Assist in the organization and maintenance of digital files.Collaborate with team members to ensure seamless data flow and consistency.Follow company guidelines and protocols for data entry and management.Qualifications:High school diploma or equivalent.Proficient computer skills, including knowledge of data entry software and Microsoft Office Suite.Strong attention to detail and organizational skills.Excellent time management skills to meet deadlines.Ability to work independently and as part of a remote team.Effective communication skills.Experience:Less than 1 year of professional experience in data entry or a related field.Experience with basic data entry tasks is a plus but not mandatory.Education:Bachelor’s degree preferred but not mandatory. Equivalent work experience will be considered.Work Environment: This is a fully remote position, allowing candidates to work from the comfort of their home. A reliable internet connection and a dedicated workspace are essential for success in this role."
3856213291,Media Assistant / Assistant Media Planner,HireMinds,Greater Boston,18 minutes ago,"HireMinds has been engaged by a full-service strategic media management and marketing solutions agency, to find their newest Media Assistant. Their clients range from healthcare, education, finance, retail, technology, travel/tourism, and advocacy. They approach all media projects with an eye to brand integration and implementation that works for each medium – TV, radio, out-of-home, print, and multi-channel digital platforms.The Media Assistant is an integral support member of the Media team. The Media Assistant will work closely with Buyers, Supervisors, and Account Management to ensure that various Video (TV, OTT) and Audio (terrestrial and digital radio, podcast) and Digital (DSP/SEM/Direct Site) campaigns run smoothly. You will organize all stages of the buying process from meeting on initial requests, to carrying out post analysis and reporting requests. The position has a set list of responsibilities daily, but it is common that the Media Assistant would be asked to perform responsibilities ad hoc based on needs.*Please Note: This is a hybrid work environment that will require onsite visibility at their North Andover location 2 days per week*Responsibilities:Campaign liaison to media vendor representatives as well as Administrative Support to members of the Media Buying TeamResponsible for sending broadcast orders and revisions and responding to station/network vendors’ needs in a timely mannerContact media vendors for logs (airing times for TV and Radio advertisements) and pacing reports, and responsible for pre and post log entry and budget trackingHandle traffic requestsHandle credit requests and manage invoice discrepancies with accountingMaintain quality relationships with media vendorsAssist with client reportingAbility to multi-task and work on several campaigns at oncePerform other projects and work assignments, as requested by Qualifications:Bachelor’s Degree or equivalent preferredWell versed in the Microsoft Office suite, especially Excel and PowerPointExcellent organizational skillsExperience completing multiple assignments in a very fast-paced work environmentExcellent interpersonal and communication skills (written and verbal)Highly dependableSuccessfully adapts to ever changing prioritiesHigh attention to detail and follow throughWorks well under pressureSuccessfully works independently as well as in a team environment"
3856152428,Junior Graphic and UI/UX Designer,Team Remotely Inc,"St Louis, MO",1 hour ago,"This is a remote position. Junior Graphic and UI/UX Designer (1 year experience, remote)Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience. Against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from the US/Canada residents during the application process. Hiring Type: Full-Time Base Salary: $59K-$69K Per Annum.About The RoleAs a Junior Graphic and UI/UX Designer working in our Design team, you'll play a crucial role in creating visually appealing and user-centric designs for various digital platforms. You will collaborate with senior designers, and cross-functional teams, and contribute to the overall visual and interactive aspects of our projects.Key ResponsibilitiesGraphic Design Assist in the creation of visually captivating marketing materials, presentations, and other graphic design collateral. Support the design of social media content, email campaigns, and digital marketing assets. UI/UX Design Collaborate with senior designers and product teams to produce wireframes, mockups, and prototypes for websites and mobile apps. Help create user-centered designs that align with project goals and user requirements. Contribute to the development of intuitive user experiences by participating in design discussions and ideation sessions. Design Support Assist in maintaining design guidelines and standards to ensure consistency across various projects. Stay updated with design trends, tools, and best practices to enhance your design skills and contribute innovative ideas. QualificationsBachelor's degree or equivalent in Graphic Design, UI/UX Design, or a related field. A portfolio showcasing your graphic design and UI/UX skills, including projects and examples. Proficiency in design tools such as Figma, Adobe Creative Suite (Illustrator, Photoshop, XD), or similar software. Basic understanding of UI/UX principles and a strong desire to learn and grow in this field. Attention to detail and effective communication of design concepts. Ability to work collaboratively in a team, adapt to feedback, and incorporate changes into designs. Strong attention to detail. Organized and reliable. Able and willing to present designs to groups of stakeholders. Preferred SkillsBasic knowledge of HTML/CSS and responsive design principles"
3854593663,Wellness Coordinator II - Health & Wellness (QSS 7585) - REPOST,Boise Paper,"Santa Clara, CA",1 hour ago,"Welcome to Santa Clara Unified School District! Thank you for your interest in Santa Clara Unified School District. Our employees work together to support graduates who are resilient, future-ready, lifelong learners who think critically, solve problems collaboratively, and are prepared to thrive in a global society. SCUSD’s Adult Portrait embodies eight elements that support our students: World-Leading Professional Student-Centered Lifelong Learner Creative and Critical Thinker Adaptive Forward Thinker The Caring Adult Inclusivity Champion Equity Advocate Empowering Collaborator If you have the skills to support this vision, we invite you to apply to join our team. Santa Clara Unified School District serves over 15,000 TK-12 students, in addition to students in Preschool through Adult School. Neighborhoods in the Cities of Santa Clara, Sunnyvale, San Jose, and Cupertino comprise the District's 56 square-mile area. Santa Clara Unified prides itself on having teachers, classified employees, and administrators who are dedicated, experienced professionals who care about each student's well-being and academic preparation. NONDISCRIMINATION STATEMENT: Santa Clara Unified School District does not discriminate on the basis of race, color, national origin, sex (including sexual orientation, gender identity, or gender expression), mental or physical disability, age, religion, height, weight, marital or family status, military status, ancestry, genetic information, or any other legally protected characteristic. The Title IX Coordinator is Lise Strom, 1889 Lawrence Road, Santa Clara, CA 95051Requirements / QualificationsThe Wellness Coordinator acts as a primary liaison between families and staff and school and community-based service providers. Representative Duties of this position are: provide oversight and coordination of campus-based services and service providers; actively engage families, caregivers, and the community; identify campus resources and gaps in service; triage and connect students and families to appropriate services and provide ongoing case management; provide direct service and/or crisis management when necessary; address school climate and safety needs; support training needs of teachers and school staff in the areas of school climate, safety and health; develop and/or support data collection infrastructure and input data to assist with the data-driven decision making and determinate of program effectiveness; function as a complement to or part of a school’s multidisciplinary team or the equivalent; coordinate linkage of identified students to appropriate services; provide and/or organize professional development and parent education as needed. Education and experience: Master’s Degree in Social Work or Psychology and Licensed LCSW, LMFT, or LPCC. Experience working in schools is preferred. Must have the ability to supervise.Certification (Please attach copy of LCSW, LMFT, or LPCC license)Copy of Transcript (Please attach copy of Master's Degree in Social Work or Psychology or transcript)Comments And Other InformationIncomplete applications and/or those lacking current information may not be considered as eligible candidates"
3852395083,Special Assistant to the President,Reach University,United States,1 hour ago,"Reach is a nonprofit, accredited university that employs job-embedded learning to help communities grow their own talent. At the undergraduate level, Reach offers adults employed in schools and other workplaces the opportunity to earn a unique bachelor’s degree that embraces work experience as part of the learning process. At the post-baccalaureate level, Reach provides “alternative” certification and degree programs for full-time educators and organizational leaders seeking a more equitable world. Reach seeks to evolve a new era in higher education where a job leads to a degree instead of the other way around.We seek to create a world where effort and skills, not money or connections, determine who gets ahead. Learn more about us at https://www.reach.edu/.The Purpose of this RoleThe Special Assistant is a full-time position reporting directly to the Chief of Staff that provides executive-level administrative support in fulfilling responsibilities to provide overall leadership and administration of the University.Core Job ResponsibilitiesProvide executive and administrative support to the President and Chief of Staff, as well as other members of the President’s CabinetMaintain the president’s schedule - coordination of a complex calendar of appointments, meetings, social engagements, and University and community functionsManage communications, compose letters, and handle confidential matters with discretionServes as event coordinator for events hosted by the President and other internal stakeholdersCoordinates the president's travel arrangements, prepares background materials, and provides supporting documents for travel document preparationPrepare and assemble agenda materials; review and proof documents, records and forms for accuracy, completeness and conformance to applicable rules and regulationsSalary$60,000 - $65,000 annually plus benefits. This position will require approx 25% travel with the President and Chief of Staff. Don’t check off every box in the requirements listed above. Please apply anyway! Studies have shown that marginalized communities - such as women, LGBTQ+, and people of color - are less likely to apply to jobs unless they meet every single qualification. Reach University is dedicated to building an inclusive, diverse, equitable, and accessible workplace that fosters a sense of belonging – so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to consider still submitting an application. You may be just the right candidate for this role or another one of our openings!Equal Opportunity EmployerReach University is committed to creating a diverse work environment and is proud to be an equal-opportunity employer. Reach University does not discriminate on the basis of race, color, national origin, sex, gender identity, religion, sexual orientation, age, disability, parental status, veteran status, or any other protected status under applicable laws. We encourage individuals of all backgrounds to apply. If you are a qualified candidate with a disability, please e-mail us at PeopleOps@reach.edu if you require a reasonable accommodation to complete this application."
3856189588,"Senior Vice President, Sales",Shepard,"Washington, DC",20 hours ago,"Location: Must be located in Las Vegas, NV, Orlando, FL, or Washington D.C To apply for this role, please use the following link: https://jobs.searchwideglobal.com/job/shepard-senior-vice-president-of-sales/Shepard is a full-service event production company that is committed to delivering industry-leading service that enables our customers to create memorable experiences. As employee owners committed to delivering success, we provide our customers with forward-thinking solutions through insight, collaboration, strategy, and personalized service.The Senior Vice President of Sales will develop and implement key sales strategies tailored to the live event, trade show, and corporate event spaces. In addition, this role will be responsible for building, leading, and developing a high-performing team of sales leaders to drive growth and expansion while achieving corporate objectives.Essential Job DutiesOversee daily operations of the sales department with approximately 20 associates that manage $150M+ in revenueIn alignment with the company’s overall business strategy, develop and implement strategies for sales opportunities and support in-person and virtual presentationsDirectly supervise and manage VPs of Sales, Directors of Sales, and National Sales Managers; responsible for recruiting, hiring, training, evaluating, coordinating professional development, etcDrive sales training and development initiativesCreate sales plans and identify strategies to support revenue growth of 15-20% annually as well as targeted profit goalsSupport and foster a consultative and value-driven sales approachLead efforts to support customer retention and satisfactionProvide pipeline analysis and development as well as budget forecasting using CRM (Salesforce)Work collaboratively with leaders of the Account Production team on customer retention initiativesCollaborate with Marketing to develop and evolve sales enablement toolsUnderstand industry trends and translate them into creative and new sales initiativesAttend and lead participation in industry events for brand recognition and visibility- PCMA, IAEE, IMEX, etcDevelop effective working relationships with cross-departmental leaders to drive revenue and enhance the customer experienceServe as a member of the Executive Committee providing ideas and insights to drive innovation, improve business strategy, resolve complex issues, and increase profitabilityRequirementsDemonstrate Core Values of Caring, Commitment, Integrity, Spirit, Responsiveness, Inclusivity, and TeamworkAbility to perform as a responsible ESOP owner making daily decisions to benefit the client and the companyTreat all internal and external customers with courtesy and respect, as outlined in our Blue Diamond Customer Service Program10+ years of experience as a consultative sales leader managing high-performing teamsProven experience in long-term and complex sales cyclesHigh energy, growth-minded, servant leaderTeam builder and strategic thinkerStrong financial and business acumenExcellent written and verbal communication skills, including the ability to lead presentations and influence high-level decision-makersOrganized and detail-orientedProficient in operating standard office equipment and software including Microsoft Office SuiteBachelor’s degree in a related field; relevant experience may be substituted for formal educationShepard is an Equal Opportunity Employer. We do not discriminate on the basis of race, religion, age, color, sex, gender identity, sexual orientation, non-disqualifying physical or mental disability, veteran status, or other non-merit factor. All employment decisions are made based on business needs, job requirements, individual qualifications, and merit.BenefitsComprehensive health benefits including medical, dental, vision, life, and disability insurance401(k) plan with employer matchFlexibility to work from home and work in the office 2-3 days a week"
3856191132,ER RN,Fusion Medical Staffing,"Wolf Point, MT",20 hours ago,"Facility DetailsFacility: Please Contact for facility infoFacility Type: Critical Access HospitalNumber Of Beds: 22Trauma Center: Level VPediatric Trauma Center: NoCharting System: Oracle Cerner, Oracle Cerner - HealtheLife, Oracle Cerner - Oracle Cerner-Millennium, Oracle Cerner - Oracle Cerner-PowerChartJob DetailsStarts: 04/01/2024Assignment Length: 13Shift: NightCall Off Policy: Please Contact for InfoJob Quantity: 1Type: TravelJob DescriptionInterested in making a positive impact? You’ve come to the right place. At Fusion Medical Staffing, our goal is to improve the lives of everyone we touch, and we’re always looking for people like you to join our mission.And making a difference isn’t the only perk of traveling with us. Start your medical travel career with Fusion Medical Staffing and gain access to competitive pay packages, comprehensive benefits, corporate discounts and perks, a clinical team to support you along your journey, and a recruiter determined to help you succeed. We’ve got your back so you can focus on what you do best: helping others._______________________________________________________Registered Nurse - Emergency RoomPosition: Registered NurseSpecialty: Emergency RoomLic/Certs: ACLS, BLS/BCLS, PALS13 week Emergency Room Registered Nurse travel assignmentClient in Wolf Point, MT is looking for a Emergency Room Registered Nurse to help them out for 13 weeks.At Fusion Medical, we truly believe that as people taking care of people, together we can do anything.Benefits IncludePaid Time Off (PTO) after 1560 hoursHighly competitive payBest in the industry Medical, Dental, and VisionShort term disability401(k)Aggressive Refer-a-friend Bonus ProgramYour recruiter is available 24-7Reimbursement for licensure and CEU’s Qualifications/Requirements:One to three years experience as a Registered Nurse preferredOther certifications may be required for this positionCritical thinking, service excellence and good interpersonal communication skills, ability to read/comprehend written instructions, ability to follow verbal instructions, PC skillsPhysical Abilities: Remain in a stationary position, move about, move equipment (50-100lbs), pushing, pulling, bending. The following is a summary of the major job duties of this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time. Communicates and collaborates with physicians and other health team members. Provides and coordinates patient care with other health team members. Monitors patients' responses to interventions and reports outcomes. Administers medications as ordered with appropriate documentation. Monitor and evaluates patients before, during, and post procedure depending on unit. Shares on-call responsibilities with a 30-minute response time if required. Maintains cleanliness of rooms and adequate stock of supplies. Transports patients as needed. Performs other duties as assigned. Required Essential SkillsInterpersonal Skills - to work effectively with a variety of personnel (professional and ancillary) to present a positive attitude and a professional appearance. Technical/Motor Skills - Ability to grasp, fine manipulation, pushing/pulling and able to move about when assisting with procedures and/or using department equipment. Mental Requirements - Must be able to cope with frequent contact with the general public, customers, and meeting deadlines under pressure. Must be able to work under close supervision occasionally as well as working without assistance from other personnel. Must be able to contend with irregular activity schedules occasionally and continuous concentration to detail. Sensory - Visual acuity, ability to effectively communicate **Fusion is an EOE/E-Verify Employer**"
3855997367,Security Officer - $28.00/hr,Sunstates Security,"San Carlos, CA",2 weeks ago,"OverviewJoin one of the fastest-growing and largest privately held security companies in the U.S.! Since 1998, Sunstates Security has established a reputation for providing excellent customer service and quality work environments for its team across the country. We're committed to hiring, developing, and retaining a diverse and exceptionally qualified workforce.We reinvest in our employees by offering a benefits package that exceeds industry standards, career growth opportunities, extensive internal training, employee incentive programs, team recognition, and more. Employees are provided with the tools and knowledge they need to be successful and hands-on management support.Recent national awards received by Sunstates include Outstanding Contract Security Company in 2022 & 2023 and INC’s America’s Fastest Growing Private Companies list.Sunstates Security’s mission and vision statement are at the heart of everything we do, focusing all efforts on honor, integrity, and trust. If you're searching for a career with challenging and rewarding opportunities, we invite you to explore the possibilities at Sunstates Security. As a proactive security partner for some of the country's leading companies and organizations, we provide careers for talented people to become part of a successful, growing company.Job Skills / RequirementsHIRING IMMEDIATELYSunstates Security is currently hiring Security Officers in the San Carlos, CA area. This position is an hourly position with a pay rate of $28.00/hourly, paid weekly. The right candidate will combine security experience with a customer service mind set.Management/LeadershipESSENTIAL DUTIES & RESPONSIBILITIESResponsible for the direction, coordination, and management of all site Security Officers.Identify and recruit new talent with the assistance of the HR department.Process new employees through the Sunstates Security onboarding system.Train, develop, motivate and empower Security Officers to oversee all day-to-day operations of the site and promote the highest standards of efficiency, profitability, customer service and ethics.Train subordinates on procedural guidelines, company policies, and operational & site specific forms.Active participation in the employee on-boarding process including new hire interviewing and selection of candidates that meet Sunstates required level of qualifications and skills, ensure hires receive appropriate training and licensure within the designated time-frame.Manage employee performance for the sites including appraising performance; administering reward and incentive programs; coaching and staff development initiatives; corrective actions with branch management guidance. In all employment activities; will work with the appropriate supervisor to ensure that all decisions comply with company policy, federal and state regulations.Promote positive employee relations through meeting and developing a rapport with all internal & external customers, addressing complaints and resolving issues with regional management guidance.Act as the primary contact for the sites and contacting the local office when necessary.Maintain records with the officers assigned to the sites to assure full participation with the Sunstates Security LMS and training platform when applicable.OperationsCoordinate with Region to establish site's goals & objectives and communicate these with the customers as required.Work with action plans towards goal achievement, including establishment of sites and personnel quotas and/or goals.Manage administrative and operational functions to ensure the working schedule is accurate, projected working schedule is posted, vacation or time off requests are within company guidelines, the branch receives the scheduled weekly hours, and personnel topics are addressed with management guidance.Manage account inspections and the inspection scorecard to assure compliance and meet/exceed our commitment.Produce Quality Assurance checks through eHub to assure positive results.Fax, email, or deliver the Account Inspections to the regional office each month by the 3rd day each month.Ensure that you are able to response to questions for security personnel, response to site events, or have qualifies backup when you are not able to remain available.Cost Control & BudgetaryEnsure accounts remain consistently on budgetary and service-related targets, be able to respond effectively to goal deficiencies, and generate and implement action plans to remedy deficiencies and meet or exceed goals (overtime, turnover, uniform management).Business Development & Customer RelationsFoster a superior level of customer relations/service in order to ensure client retention and satisfaction.Promote Sunstates reputation of professionalism and ethics; and to create and expose new and existing opportunities and markets.Qualifications10+ years related management experienceAssociate’s DegreeWilling to undergo extensive background check in accordance with FINRAMust have prior security, law enforcement, or military experienceAdvanced level/knowledge of computers and technologyGreat customer service and communication skills. Sun123Education Requirements (Any)Associates DegreeCertification Requirements (All)CA Guard CardAdditional Information / BenefitsOnly candidates who meet our rigorous employment standards and who are excellent matches for open positions (as personally verified by the Regional Manager) are invited to join our security team.We are proud to be an Equal Opportunity Employer and supporter of our military veterans!Sunstates Security, Inc. Private Patrol Operator License #120751Benefits: Medical Insurance, Life Insurance, Dental Insurance, Vision Insurance, Paid Vacation, Short Term Disability, Long Term Disability, 401K/403b Plan, Educational Assistance"
3856129016,Support Specialist,Talent Groups,United States,1 hour ago,Modify billing systems.Input billing changes using contract provisions.Ensure data accuracy.Resolve inquiries and provide customer service.Assist with administrative tasks.Strong communication and multitasking skills.Proficiency in Microsoft Office.Ability to work independently and maintain confidentiality.
3852717069,"Travel Occupational Therapist - $2,520 per week",Refined Medical Staffing,"Honolulu, HI",59 minutes ago,"Refined Medical Staffing is seeking a travel Occupational Therapist for a travel job in Honolulu, Hawaii.Job Description & RequirementsSpecialty: Occupational TherapistDiscipline: TherapyStart Date: 04/01/2024Duration: 13 weeks40 hours per weekShift: 8 hours, flexibleEmployment Type: TravelRefined Medical Staffing Job ID #10PL. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined.About Refined Medical StaffingFounded in 2018, Refined Medical Staffing’s leadership team emphasizes our commitment to partnership, communication and proactive service in every aspect of our daily operations. Our leaderships’ decades of industry experience paired with our engaging and transparent staff create a team unlike any other. We are committed to empowering Healthcare Professionals with the skills and knowledge they need to further their careers while making the travel experience as stress-free and enjoyable as possible. We understand that you are on the front line and there for all of us let us, let Refined be there for you.BenefitsBenefits start day 1License and certification reimbursementLife insuranceWeekly payContinuing EducationReferral bonusMedical benefitsHoliday PayMileage reimbursementDental benefitsGuaranteed HoursVision benefits"
3856175818,"Vice President, Human Resources & Administration",Level Equity,"New York, NY",52 minutes ago,"Are you a leader in Human Resources and Administration who thrives in small, dynamic environments? Do you have an entrepreneurial flair and want to be part of a firm that is driving the growth of several companies? If this sounds like you, then we invite you to join us! Level Equity is a private investment firm focused on rapidly growing software and technology-driven businesses. Level provides long-term capital across all transaction types in support of continued growth. The firm was founded in 2009 and has raised $3.0 billion in committed capital across ten funds and co-investment vehicles.As the Vice President, Human Resources and Administration, you will lead Level Equity’s internal human resource function, managing recruiting, payroll, benefits, and periodic reviews for Level’s growing 45-person team. You’ll report to Level’s Chief Operating Officer and will also manage the firm’s team of five Executive and Administrative Assistants.What you’ll do:Lead the internal human resources function at Level, including coordination of all aspects of recruiting, onboarding, training, periodic reviews, and departures.Create, administer, and implement HR policies, procedures, and goals to support the firm’s business.Work with Level’s PEO to ensure smooth functioning of payroll and benefits; be the initial point of contact for Level employees for payroll, benefits, parental leave, and other HR-related questions.Administer and periodically assess Level’s benefits including PTO, 401(k) matching, associate stipends, and family leave policies.Work to foster firm culture, employee engagement, and superior performance across the organization.Drive improvements and efficiencies across the HR function and ensure compliance with legal requirements and that best practices are in place.Work closely with Partners and senior management on the performance review process, employee development and retention, and employee career planning.Work with internal counsel on drafting and reviewing employment, consulting, recruiting, and vendor agreements.Oversight of the employee onboarding and orientation processes, as well as separations and the employee exit process.Directly manage administrative team members to ensure seamless coverage of executive support needs and day-to-day office functionality.  What you need to be successful:8+ years of human resources experience with hands-on experience administering an internal HR program for a similarly sized or larger organization.Excellent verbal and written communication skills.Strong knowledge of Federal, state, and local employment laws and regulations.Highly organized and strong project management skills - proven ability to multi-task and juggle multiple projects at the same time."
3852716628,Talent Acquisition Specialist,Pinnacle MEP Holdings,"Ohio, United States",53 minutes ago,"Talent Acquisition Specialist Pinnacle MEP is looking to add an experienced Talent Acquisition Specialist to our growing team! This individual will assist in filling open positions by conducting full cycle recruiting efforts including sourcing, interviewing, and onboarding. We pride ourselves in our commitment to collaboration and strive to create long term relationships for the teams we support.Essential Functions and Responsibilities:Assist in developing job descriptions and maintaining current job descriptions for both construction field and office positions.Review resumes, prescreen interview candidates, cold call active and passive candidates.Conduct regular follow up meetings with hiring managers and appropriate team members to determine the effectiveness of recruiting plans and implementation.Manage ATS applicants, job board applicants, all pertinent applicant information and interview data in the ATS.Schedule follow up interviews for eligible applicants.Assist in projecting upcoming hiring needs.Work with third-party agencies in coordination of recruitment efforts on an as needed basis.Assist in offers and candidate closing.You are a strong fit for this role if you have skills and abilities in these areas:Ability to prioritize high candidate flow and demand.Strong organizational skills, with a high attention to detail and the ability to keep track of both high-level progress and small details.Knowledge of general principles of recruiting, staffing systems, and tools.Experience with applicant tracking systems and candidate sourcing solutions.Knowledge of employment law.Experience in fast-paced environment, high volume recruitment, skilled in negotiations, and change management.Ability to effectively collaborate with teammates and cross-functional teams at all levels in the organization.Education and Experience:Demonstrated experience recruiting skilled trades, office operations, and finance preferred: Bachelor’s degree in Human Resources, Business Administration, or related degree.Minimum three to five years of full cycle recruiting experience.Former experience in construction industry is preferred. This is a full-time WFH position based out of Detroit, Michigan, Indianapolis, Indiana, or Columbus, Ohio full-time Monday to Friday. We offer a competitive salary with a full benefit package. Target start: Spring 2024. A resume is required for consideration."
3855986774,Travel RN - Med Surg,KPG Healthcare,"Hackensack, NJ",1 hour ago,"KPG Healthcare is seeking a travel nurse RN Med Surg for a travel nursing job in Hackensack, New Jersey.Job Description & RequirementsSpecialty: Med SurgDiscipline: RNStart Date: 04/01/2024Duration: 13 weeks36 hours per weekShift: 12 hoursEmployment Type: TravelTo work a contract with KPG Healthcare, a nurse must have two years of experience in the last three years of this specialty to qualify.KPG Healthcare Job ID #364915. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Registered Nurse (RN) - Med SurgAbout KPG HealthcareWhat KPG Healthcare can offer you:8, 13, 26 week assignmentCompetitive Compensation PackageNationwide contract opportunitiesHousing or Housing stipend providedTravel and License reimbursementHealthcare benefitsRecruiter available 24/7Weekly Pay with direct depositKPG HealthcareKPG Healthcare is a Staffing Firm that provides diverse Supplemental and Permanent Healthcare Staffing solutions to a wide range of Clients throughout the Nation. Our Services include Travel Nursing, Allied Professionals, Per Diem Nurse Staffing, Locum Tenens Staffing and Physician Placement. The primary factor differentiating KPG Healthcare from other recruitment firms is the quality of our experience, the breadth of our industry network, and the creativity that we apply to finding the perfect placement options. Throughout our partnership with you, we will excel at providing friendly personal attention and producing outstanding results.BenefitsMedical benefitsWeekly payLicense and certification reimbursement"
3855970284,Executive Assistant,Mission Staffing,Miami-Fort Lauderdale Area,2 hours ago,"Our client, a prestigious private equity firm located in Miami, Florida, is seeking an Administrative Assistant to directly support two Managing Directors, contributing to the seamless operation of their executive offices.Responsibilities:Provide high-level administrative support to two Managing Directors.Manage calendars, schedule appointments, and coordinate meetings with precision.Screen and direct phone calls, emails, and inquiries with professionalism and discretion.Arrange complex domestic and international travel itineraries, accommodations, and logistics.Ensure a seamless travel experience for executives, including visa processing and expense reconciliation.Maintain office supplies, equipment, and an organized work environment.Coordinate internal and external meetings, ensuring all logistical details are flawlessly executed.Draft, proofread, and edit correspondence and documents to maintain a professional image.Facilitate effective communication within the firm and with external stakeholders.Demonstrate advanced proficiency in Concur for expense management and travel bookings.Utilize Microsoft Office Suite for document creation, editing, and data management.Qualifications:Proven experience as an Administrative Assistant, ideally within a financial firm.Exceptional organizational skills and meticulous attention to detail.Ability to multitask, prioritize assignments, and meet deadlines in a fast-paced setting.Previous experience coordinating complex travel arrangements, both domestic and international.Familiarity with travel booking platforms and tools.Possess a polished and composed demeanor, maintaining confidentiality and discretion.Strong interpersonal skills with the ability to interact effectively at all levels.Proficiency in Concur, Microsoft Office Suite, and other relevant office software.Quick learner with the ability to adapt to new technologies.Excellent written and verbal communication skills.Comfortable communicating with internal and external stakeholders."
3856186932,CNA,Fusion Medical Staffing,"Lake Isabella, CA",20 hours ago,"Facility DetailsFacility: Please Contact for facility infoJob DetailsStarts: 04/01/2024Assignment Length: 13Shift: DayCall Off Policy: Please Contact for InfoJob Quantity: 1Type: TravelJob DescriptionInterested in making a positive impact? You’ve come to the right place. At Fusion Medical Staffing, our goal is to improve the lives of everyone we touch, and we’re always looking for people like you to join our mission.And making a difference isn’t the only perk of traveling with us. Start your medical travel career with Fusion Medical Staffing and gain access to competitive pay packages, comprehensive benefits, corporate discounts and perks, a clinical team to support you along your journey, and a recruiter determined to help you succeed. We’ve got your back so you can focus on what you do best: helping others._______________________________________________________Certified Nursing Assistant - Skilled Nursing FacilityPosition: Certified Nursing AssistantSpecialty: Skilled Nursing FacilityLic/Certs: CPI , ENPC, RNFA, TNCC, AWHONN, NIHSS, STABLE, ASLS, NBSTSA, APHON, CMA, CCMA, RMA, C-EFM13 week Skilled Nursing Facility Certified Nursing Assistant travel assignmentClient in Lake Isabella, CA is looking for a Skilled Nursing Facility Certified Nursing Assistant to help them out for 13 weeks.At Fusion Medical, we truly believe that as people taking care of people, together we can do anything.Benefits IncludePaid Time Off (PTO) after 1560 hoursHighly competitive payBest in the industry Medical, Dental, and VisionShort term disability401(k)Aggressive Refer-a-friend Bonus ProgramYour recruiter is available 24-7Reimbursement for licensure and CEU’s Qualifications/Requirements:One to three years experience as a Certified Nursing Assistant preferredOther certifications may be required for this positionCritical thinking, service excellence and good interpersonal communication skills, ability to read/comprehend written instructions, ability to follow verbal instructions, PC skillsPhysical Abilities: Remain in a stationary position, move about, move equipment (50-100lbs), pushing, pulling, bending. The following is a summary of the major job duties of this job. Other duties may be performed, both major and minor, which are not mentioned below. Specific activities may change from time to time. Communicates and collaborates with physicians and other health team members. Provides and coordinates patient care with other health team members. Monitors patients' responses to interventions and reports outcomes. Administers medications as ordered with appropriate documentation. Monitor and evaluates patients before, during, and post procedure depending on unit. Shares on-call responsibilities with a 30-minute response time if required. Maintains cleanliness of rooms and adequate stock of supplies. Transports patients as needed. Performs other duties as assigned. Required Essential SkillsInterpersonal Skills - to work effectively with a variety of personnel (professional and ancillary) to present a positive attitude and a professional appearance. Technical/Motor Skills - Ability to grasp, fine manipulation, pushing/pulling and able to move about when assisting with procedures and/or using department equipment. Mental Requirements - Must be able to cope with frequent contact with the general public, customers, and meeting deadlines under pressure. Must be able to work under close supervision occasionally as well as working without assistance from other personnel. Must be able to contend with irregular activity schedules occasionally and continuous concentration to detail. Sensory - Visual acuity, ability to effectively communicate **Fusion is an EOE/E-Verify Employer**"
